Edad,RangoEdad,Sexo,EstadoCivil,TipoLocalidad,Comuna,Zona,Estrato,TipoVivienda,TiempoEnMedellin,PersonasConLasQueVive,AfiliacionSalud,NivelEstudio,Estudia,ValoracionOportunidadesDeLaCiudadParaEstudiar,ValoracionInstitucionEnHabilidadesDelMundoLaboral,ImpactoProfesoresEnLaVida,Trabaja,PercepcionOfertaLaboral,GastoSemanalTransporte,GastoSemanalRumba,GastoSemanalObligacionesFamiliares,EdadALaQueTuvoPrimerHijo,EdadPrimeraRelacionSexual,ConsumoDrogas,ConsumoCigarrillo,ConsumoLicor,FrecuenciaEjercicio,FrecuenciaLectura,ParticipacionMarchas,ActividadesComunitarias,ParticipacionVoluntariados,ParticipacionGrupoJuvenil
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,7 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,0,15000,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,A veces,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,Siempre,6 personas,Beneficiario,Grado 6,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,35000,10000,0,No Aplica,11,No,No,Sí,Casi Siempre,A veces,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Siempre,7 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Favorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,15000,0,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 7,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,30000,0,No Aplica,14,No,No,Sí,A veces,A veces,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,8 personas,Subsidiado/ Sisben,Grado 6,Sí,Favorable,Muy favorable,Favorable,Sí,Buena,0,0,0,No Aplica,13,Sí,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
16,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 7,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,No,Ni buena/ Ni mala,0,0,0,No Aplica,13,No,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
26,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,6 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Sí,Muy buena,6000,20000,0,No Aplica,17,No,No,Sí,A veces,Casi Siempre,No,No,No,Sí
24,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Tecnología Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,50000,30000,0,No Aplica,15,Sí,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
25,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,5 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,Sí,Buena,20000,20000,0,No Aplica,15,Sí,Sí,Sí,A veces,A veces,No,No,No,Sí
19,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Siempre,4 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Sí,Mala,20000,20000,0,No Aplica,14,Sí,Sí,Sí,A veces,A veces,Sí,No,No,Sí
25,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,6 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,Sí,Muy buena,50000,30000,0,No Aplica,14,Sí,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
18,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Alquilado,Siempre,5 personas,Cotizante,Grado 11,No,Favorable,Favorable,Favorable,Sí,Buena,50000,20000,0,No Aplica,13,No,Sí,Sí,Casi Siempre,A veces,No,No,No,Sí
23,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,Vive solo,Cotizante,Tecnología Incompleta o en curso,Sí,Muy favorable,Favorable,Favorable,Sí,Buena,50000,20000,100000,No Aplica,13,No,No,Sí,A veces,A veces,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,3 personas,Beneficiario,Grado 9,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,30000,25000,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi nunca,No,No,No,Sí
24,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,7 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,50000,0,0,22,17,No,No,Sí,Nunca,Nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 7,Sí,Ni favorable/ Ni desfavorable,Favorable,Muy favorable,Nunca he trabajado,Buena,0,10000,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 8,Sí,Favorable,Favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,50000,0,No Aplica,No Aplica,No,No,No,Siempre,Nunca,No,Sí,No,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,5 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Desfavorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi nunca,No,Sí,Sí,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,50000,0,No Aplica,No Aplica,No,No,Sí,Nunca,Nunca,No,No,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Prestado por un familiar o amigo,Siempre,5 personas,Subsidiado/ Sisben,Grado 7,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,A veces,Nunca,No,Sí,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 4,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 7,Sí,Desfavorable,Desfavorable,Desfavorable,No,Muy Mala,20000,25000,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Nunca,Sí,No,Sí,Sí
26,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Menos de 1 año,4 personas,Beneficiario,Grado 9,No,Favorable,Favorable,Favorable,No,Buena,0,0,0,20,17,No,No,No,Nunca,A veces,No,Sí,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,20000,20000,0,No Aplica,No Aplica,No,No,Sí,Nunca,Nunca,No,No,No,Sí
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Siempre,9 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,20000,0,0,No Aplica,No Aplica,No,No,No,Siempre,A veces,Sí,Sí,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 4,De tu propiedad,Siempre,2 personas,Beneficiario,Grado 6,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,50000,40000,0,No Aplica,No Aplica,No,No,No,A veces,Casi nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,Siempre,5 personas,Beneficiario,Grado 6,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,50000,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi nunca,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tu propiedad,Siempre,5 personas,Beneficiario,Grado 8,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,60000,0,No Aplica,14,No,No,No,Siempre,Casi nunca,Sí,No,No,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tu propiedad,Siempre,8 personas,Subsidiado/ Sisben,Grado 7,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Buena,0,20000,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,Sí,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 9,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,40000,0,No Aplica,No Aplica,No,No,No,Casi nunca,Casi nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Prestado por un familiar o amigo,Siempre,4 personas,Ninguno,Grado 9,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,15000,30000,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,30000,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,Casi nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,10000,0,No Aplica,No Aplica,No,No,No,Casi nunca,Casi nunca,No,Sí,No,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,Alquilado,Menos de 1 año,7 personas,Beneficiario,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tu propiedad,Siempre,4 personas,Beneficiario,Grado 8,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,30000,0,No Aplica,14,No,No,No,A veces,A veces,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tu propiedad,Siempre,2 personas,Subsidiado/ Sisben,Grado 6,Sí,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,50000,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,A veces,No,Sí,No,No
18,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tu propiedad,Siempre,6 personas,Subsidiado/ Sisben,Grado 7,No,Favorable,Favorable,Favorable,No,Ni buena/ Ni mala,0,70000,0,No Aplica,15,No,No,No,Casi Siempre,A veces,No,No,No,No
26,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tu propiedad,Siempre,Vive solo,Beneficiario,Universitaria Incompleta o en curso,No,Favorable,Favorable,Favorable,Sí,Mala,0,0,0,No Aplica,13,Sí,Sí,Sí,Casi nunca,Nunca,Sí,No,Sí,No
26,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Siempre,6 personas,Beneficiario,Universitaria Incompleta o en curso,No,Muy favorable,Favorable,Ni favorable/ Ni desfavorable,No,Muy Mala,50000,0,100000,25,13,Sí,Sí,No,Nunca,Nunca,No,No,No,Sí
21,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,4 personas,Subsidiado/ Sisben,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,Sí,Ni buena/ Ni mala,20000,0,30000,No Aplica,No Aplica,No,Sí,No,A veces,Casi Siempre,No,Sí,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,2 personas,Subsidiado/ Sisben,Grado 7,Sí,Favorable,Favorable,Favorable,Sí,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Casi Siempre,No,No,No,Sí
16,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 11,Sí,Desfavorable,Desfavorable,Desfavorable,No,Mala,10000,0,0,No Aplica,12,No,No,Sí,A veces,Casi Siempre,No,Sí,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 6,Sí,Favorable,Ni favorable/ Ni desfavorable,Desfavorable,Nunca he trabajado,Buena,50000,0,0,No Aplica,No Aplica,No,No,Sí,Siempre,Siempre,No,Sí,No,Sí
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,10000,0,0,No Aplica,15,No,No,No,A veces,Nunca,No,Sí,No,Sí
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,Menos de 1 año,2 personas,Beneficiario,Grado 6,No,Ni favorable/ Ni desfavorable,Favorable,Desfavorable,Nunca he trabajado,Buena,0,0,0,No Aplica,13,No,No,No,A veces,A veces,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Cotizante,Técnica Completa,Sí,Muy favorable,Muy favorable,Favorable,Sí,Mala,50000,50000,0,No Aplica,18,No,Sí,Sí,Siempre,Siempre,No,No,No,Sí
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 8,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,30000,30000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Siempre,No,No,No,Sí
20,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Alquilado,Más de 10 años,3 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,50000,100000,0,No Aplica,15,No,No,Sí,Siempre,Siempre,No,No,No,No
22,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Prestado por un familiar o amigo,De 1 a 5 años,2 personas,Ninguno,Grado 11,No,Favorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Ni buena/ Ni mala,50000,100000,0,No Aplica,15,No,No,Sí,Siempre,Casi nunca,No,No,No,Sí
21,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,Sí,Buena,30000,100000,0,No Aplica,16,No,Sí,Sí,Siempre,A veces,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 7,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,7000,20000,0,No Aplica,No Aplica,No,No,Sí,Siempre,A veces,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Grado 8,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,30000,20000,0,No Aplica,No Aplica,No,No,Sí,A veces,Casi Siempre,No,No,No,Sí
20,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,Alquilado,Más de 10 años,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Muy favorable,Sí,Mala,20000,20000,0,No Aplica,16,Sí,No,Sí,Casi Siempre,Casi Siempre,No,No,No,Sí
25,22-26 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Muy favorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Buena,50000,100000,100000,No Aplica,17,Sí,Sí,Sí,Siempre,Casi nunca,Sí,No,Sí,Sí
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 9,Sí,Muy favorable,Muy favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Muy buena,20000,100000,0,No Aplica,15,No,No,Sí,Casi Siempre,A veces,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Menos de 1 año,2 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Muy favorable,No,Ni buena/ Ni mala,35000,50000,0,No Aplica,15,Sí,No,Sí,Casi Siempre,A veces,No,No,No,Sí
16,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Alquilado,Menos de 1 año,4 personas,Beneficiario,Grado 11,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,12000,20000,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Casi Siempre,Sí,No,No,Sí
18,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 11,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,20000,30000,0,No Aplica,17,No,No,Sí,Casi Siempre,A veces,No,No,No,No
19,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,No,Buena,20000,25000,0,No Aplica,12,Sí,No,Sí,Casi Siempre,A veces,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 7,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy buena,40000,20000,0,No Aplica,No Aplica,No,No,Sí,Siempre,Casi nunca,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 9,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi nunca,Siempre,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,No,Buena,15000,60000,0,No Aplica,18,No,Sí,Sí,Nunca,Casi nunca,No,No,No,No
20,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,30000,15000,0,No Aplica,19,No,No,Sí,Casi nunca,Casi Siempre,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,El Poblado,SURORIENTAL,Estrato 5,De tus padres/ hermanos,Siempre,7 personas,Beneficiario,Universitaria completa,No,Ni favorable/ Ni desfavorable,Favorable,Desfavorable,Sí,Ni buena/ Ni mala,8000,0,50000,15,15,No,No,No,Casi Siempre,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,7 personas,Beneficiario,Grado 5,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,14,No,Sí,Sí,Siempre,Casi nunca,No,No,No,No
15,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 5,No,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,20000,0,0,No Aplica,13,Sí,Sí,Sí,Siempre,Nunca,No,No,No,No
18,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 5,Sí,Muy favorable,Muy favorable,Muy favorable,Sí,Muy buena,7000,0,0,No Aplica,No Aplica,No,No,Sí,Nunca,Nunca,No,No,No,No
18,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,5 personas,Subsidiado/ Sisben,Grado 5,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,11,No,No,No,Siempre,A veces,No,No,No,No
21,18-21 años,Mujer,Casado(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,De 1 a 5 años,3 personas,Beneficiario,Grado 11,Sí,Favorable,Favorable,Favorable,No,Buena,20000,0,0,18,15,No,No,No,Casi nunca,Casi nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Más de 10 años,4 personas,Beneficiario,Grado 5,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,15000,40000,0,No Aplica,No Aplica,No,No,Sí,A veces,Nunca,No,No,No,No
24,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Universitaria completa,No,Muy favorable,Muy favorable,Muy favorable,Sí,Muy buena,30000,50000,0,No Aplica,18,No,No,Sí,Casi nunca,A veces,No,No,No,No
21,18-21 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,7 personas,Subsidiado/ Sisben,Tecnología Incompleta o en curso,Sí,Muy favorable,Favorable,Muy favorable,No,Muy Mala,15000,0,0,20,15,No,No,Sí,Casi nunca,A veces,No,No,No,No
18,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Tecnología Incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,No,Muy Mala,55000,30000,0,No Aplica,14,No,No,Sí,Casi Siempre,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,Alquilado,De 5 a 10 años,7 personas,Beneficiario,Grado 10,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Mala,30000,0,0,No Aplica,16,No,No,Sí,A veces,Casi Siempre,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Muy favorable,Favorable,Sí,Ni buena/ Ni mala,10000,20000,0,No Aplica,No Aplica,No,No,No,Casi Siempre,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Favorable,Favorable,Favorable,Sí,Ni buena/ Ni mala,16000,10000,0,No Aplica,No Aplica,Sí,No,Sí,Casi nunca,Casi nunca,Sí,Sí,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 6,Alquilado,Siempre,3 personas,Beneficiario,Grado 9,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Muy Mala,0,20000,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,A veces,No,No,No,No
23,22-26 años,Mujer,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 3,De tus padres/ hermanos,Más de 10 años,6 personas,Cotizante,Grado 11,No,Favorable,Muy favorable,Favorable,Sí,Ni buena/ Ni mala,25000,0,30000,21,19,No,No,Sí,A veces,Casi nunca,No,No,No,No
18,18-21 años,Hombre,Soltero(a),COMUNA,El Poblado,SURORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Universitaria Incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,Sí,Ni buena/ Ni mala,40000,0,0,No Aplica,17,Sí,No,Sí,Casi Siempre,Casi Siempre,Sí,No,No,No
24,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,El Poblado,SURORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,9 personas,Subsidiado/ Sisben,Grado 9,No,Ni favorable/ Ni desfavorable,Muy favorable,Favorable,No,Muy Mala,20000,0,150000,18,15,No,No,Sí,Casi nunca,Casi nunca,No,No,No,No
